#,mu_tipo,mu_intensita,b_tipo_1,b_intensita_1,b_tipo_2,b_Intensita_2,sigma_tipo,sigma_intensita,forzante_tipo,forzante_intensita,L1_bc,L1_bc_fun,L1_bc_intensita,L2_bc,L2_bc_fun,L2_bc_intensita,L3_bc,L3_bc_fun,L3_bc_intensita,L4_bc,L4_bc_fun,L4_bc_intensita,toll,nvbx,alpha,beta,L13_size,L24_size,n_horiz_begin,n_vert_begin,h_min
194,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,0.8,1000000,1,1,1,1,100,100,2.50E-04
195,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,1,1000000,1,1,1,1,100,100,2.50E-04
196,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,2,1000000,1,1,1,1,100,100,2.50E-04
197,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,3,1000000,1,1,1,1,100,100,2.50E-04
198,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,5,1000000,1,1,1,1,100,100,2.50E-04
199,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,6,1000000,1,1,1,1,100,100,2.50E-04
200,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,8,1000000,1,1,1,1,100,100,2.50E-04
201,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,1,1000000,1,1,1,1,100,100,2.50E-04
202,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,3,1000000,1,1,1,1,100,100,2.50E-04
203,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,5,1000000,1,1,1,1,100,100,2.50E-04
204,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,6,1000000,1,1,1,1,100,100,2.50E-04
205,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,8,1000000,1,1,1,1,100,100,2.50E-04
206,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,0.5,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
207,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,0.5,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,2,1000000,1,1,1,1,100,100,2.50E-04
208,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,0.5,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,3,1000000,1,1,1,1,100,100,2.50E-04
209,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,0.5,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,4,1000000,1,1,1,1,100,100,2.50E-04
210,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,0.5,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,5,1000000,1,1,1,1,100,100,2.50E-04
211,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,0.5,0.75,1000000,1,1,1,1,100,100,2.50E-04
212,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,0.5,1,1000000,1,1,1,1,100,100,2.50E-04
213,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,0.5,1.5,1000000,1,1,1,1,100,100,2.50E-04
214,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,0.5,2,1000000,1,1,1,1,100,100,2.50E-04
215,Costante,3.00E-02,Costante,-1.50E+00,Costante,2.60E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,0.5,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,0.5,2.5,1000000,1,1,1,1,100,100,2.50E-04
216,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,2,1000000,1,1,1,1,100,100,2.50E-04
217,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,3,1000000,1,1,1,1,100,100,2.50E-04
218,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,5,1000000,1,1,1,1,100,100,2.50E-04
219,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,7.5,1000000,1,1,1,1,100,100,2.50E-04
220,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,10,1000000,1,1,1,1,100,100,2.50E-04
221,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,1,2,1000000,1,1,1,1,100,100,2.50E-04
222,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,1,4,1000000,1,1,1,1,100,100,2.50E-04
223,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,1,5,1000000,1,1,1,1,100,100,2.50E-04
224,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,1,6,1000000,1,1,1,1,100,100,2.50E-04
225,Costante,2.61E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,1,7.5,1000000,1,1,1,1,100,100,2.50E-04
226,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,2,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,2,1000000,1,1,1,1,100,100,2.50E-04
227,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,2,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,3,1000000,1,1,1,1,100,100,2.50E-04
228,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,2,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,5,1000000,1,1,1,1,100,100,2.50E-04
229,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,2,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,7.5,1000000,1,1,1,1,100,100,2.50E-04
230,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,2,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,10,1000000,1,1,1,1,100,100,2.50E-04
231,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,2,3,1000000,1,1,1,1,100,100,2.50E-04
232,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,2,5,1000000,1,1,1,1,100,100,2.50E-04
233,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,2,6,1000000,1,1,1,1,100,100,2.50E-04
234,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,2,8,1000000,1,1,1,1,100,100,2.50E-04
235,Costante,1.98E-02,Costante,-2.00E+00,Costante,3.46E+00,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,2,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Funzione 9,2,10,1000000,1,1,1,1,100,100,2.50E-04
236,Costante,9.74E-03,Costante,7.50E-01,Costante,6.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
237,Costante,9.74E-03,Costante,7.50E-01,Costante,6.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1.25,1000000,1,1,1,1,100,100,2.50E-04
238,Costante,9.74E-03,Costante,7.50E-01,Costante,6.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1.5,1000000,1,1,1,1,100,100,2.50E-04
239,Costante,9.74E-03,Costante,7.50E-01,Costante,6.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1.75,1000000,1,1,1,1,100,100,2.50E-04
240,Costante,9.74E-03,Costante,7.50E-01,Costante,6.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,2,1000000,1,1,1,1,100,100,2.50E-04
241,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1.98,1000000,1,1,1,1,100,100,1.00E-04
242,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1.99,1000000,1,1,1,1,100,100,1.00E-04
243,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,2,1000000,1,1,1,1,100,100,1.00E-04
244,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,2.1,1000000,1,1,1,1,100,100,1.00E-04
245,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,2.15,1000000,1,1,1,1,100,100,1.00E-04
246,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,5,1000000,1,1,1,1,100,100,1.00E-04
247,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,7.5,1000000,1,1,1,1,100,100,1.00E-04
248,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,10.25,1000000,1,1,1,1,100,100,1.00E-04
249,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,11,1000000,1,1,1,1,100,100,1.00E-04
250,Costante,5.00E-04,Costante,3.00E+00,Costante,1.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,75,1000000,1,1,1,1,100,100,1.00E-04
251,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,0.25,1000000,1,1,1,1,100,100,2.50E-04
252,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,0.5,1000000,1,1,1,1,100,100,2.50E-04
253,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,0.75,1000000,1,1,1,1,100,100,2.50E-04
254,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1,1000000,1,1,1,1,100,100,2.50E-04
255,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1.5,1000000,1,1,1,1,100,100,2.50E-04
256,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.25,1000000,1,1,1,1,100,100,2.50E-04
257,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,1000000,1,1,1,1,100,100,2.50E-04
258,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,1000000,1,1,1,1,100,100,2.50E-04
259,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
260,Costante,2.67E-01,Costante,2.50E-01,Costante,-2.50E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1.5,1000000,1,1,1,1,100,100,2.50E-04
261,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1,1000000,1,1,1,1,100,100,2.50E-04
262,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,3,1000000,1,1,1,1,100,100,2.50E-04
263,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,5,1000000,1,1,1,1,100,100,2.50E-04
264,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,7.5,1000000,1,1,1,1,100,100,2.50E-04
265,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,10,1000000,1,1,1,1,100,100,2.50E-04
266,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
267,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,3,1000000,1,1,1,1,100,100,2.50E-04
268,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,5,1000000,1,1,1,1,100,100,2.50E-04
269,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,10,1000000,1,1,1,1,100,100,2.50E-04
270,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,20,1000000,1,1,1,1,100,100,2.50E-04
271,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
272,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,2.5,1000000,1,1,1,1,100,100,2.50E-04
273,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,6,1000000,1,1,1,1,100,100,2.50E-04
274,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,7.5,1000000,1,1,1,1,100,100,2.50E-04
275,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,15,1000000,1,1,1,1,100,100,2.50E-04
276,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1,1000000,1,1,1,1,100,100,2.50E-04
277,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,2.5,1000000,1,1,1,1,100,100,2.50E-04
278,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,5,1000000,1,1,1,1,100,100,2.50E-04
279,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,10,1000000,1,1,1,1,100,100,2.50E-04
280,Costante,1.78E-03,Costante,3.00E+00,Costante,1.00E+00,Costante,1.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,25,1000000,1,1,1,1,100,100,2.50E-04
281,Costante,8.61E-02,Costante,-1.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,0.5,1000000,1,1,1,1,100,100,2.50E-04
282,Costante,8.61E-02,Costante,-1.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1,1000000,1,1,1,1,100,100,2.50E-04
283,Costante,8.61E-02,Costante,-1.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,2,1000000,1,1,1,1,100,100,2.50E-04
284,Costante,8.61E-02,Costante,-1.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,4,1000000,1,1,1,1,100,100,2.50E-04
285,Costante,8.61E-02,Costante,-1.00E+00,Costante,2.00E+00,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,5,1000000,1,1,1,1,100,100,2.50E-04
286,Costante,8.61E-02,Costante,-5.00E-01,Costante,-2.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,1000000,1,1,1,1,100,100,2.50E-04
287,Costante,8.61E-02,Costante,-5.00E-01,Costante,-2.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.4,1000000,1,1,1,1,100,100,2.50E-04
288,Costante,8.61E-02,Costante,-5.00E-01,Costante,-2.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,1000000,1,1,1,1,100,100,2.50E-04
289,Costante,8.61E-02,Costante,-5.00E-01,Costante,-2.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,1000000,1,1,1,1,100,100,2.50E-04
290,Costante,8.61E-02,Costante,-5.00E-01,Costante,-2.50E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
291,Costante,4.31E-03,Costante,1.00E+00,Costante,5.00E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,0.4,1000000,1,1,1,1,100,100,2.50E-04
292,Costante,4.31E-03,Costante,1.00E+00,Costante,5.00E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,0.5,1000000,1,1,1,1,100,100,2.50E-04
293,Costante,4.31E-03,Costante,1.00E+00,Costante,5.00E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,1,Dirichlet,Costante,1,1,1000000,1,1,1,1,100,100,2.50E-04
